time,value
00:18:51,103
00:19:06,104
00:19:21,105
00:19:31,104
00:19:36,103
00:19:41,104
00:19:46,105
00:19:51,104
00:19:56,103
00:20:01,102
00:20:06,101
00:20:11,100
00:20:16,101
00:20:21,101
00:20:26,101
00:20:36,102
00:20:51,103
00:21:01,103
00:21:06,102
00:21:11,102
00:21:26,104
00:21:31,103
00:21:46,104
00:21:51,103
00:22:01,102
00:22:06,101
00:22:16,101
00:22:21,102
00:22:31,103
00:22:41,109
00:22:46,103
00:22:51,106
00:22:56,107
00:23:01,107
00:23:11,106
00:23:16,104
00:23:21,104
00:23:26,105
00:23:31,104
00:23:41,105
00:23:56,104
00:24:01,103
00:24:06,102
00:24:11,101
00:24:26,101
00:24:36,102
00:24:41,104
00:24:56,106
00:25:01,107
00:25:06,106
00:25:11,106
00:25:16,104
00:25:21,103
00:25:26,105
00:25:31,104
00:25:36,105
00:25:41,103
00:25:56,100
00:26:01,101
00:26:11,102
00:26:21,103
00:26:26,105
00:26:31,104
00:26:36,101
00:26:41,100
00:26:46,99
00:26:51,98
00:26:56,95
00:27:01,97
00:27:06,97
00:27:11,98
00:27:16,99
00:27:26,100
00:27:31,101
00:27:36,104
00:27:41,105
00:27:46,107
00:27:51,105
00:27:56,103
00:28:11,103
00:28:16,102
00:28:21,101
00:28:26,101
00:28:36,99
00:28:46,98
00:28:56,98
00:29:01,100
00:29:06,102
00:29:11,103
00:29:21,104
00:29:26,103
00:29:31,103
00:29:36,102
00:29:41,100
00:29:46,98
00:29:51,96
00:29:56,95
00:30:01,92
00:30:06,90
00:30:11,92
00:30:16,91
00:30:21,94
00:30:26,95
00:30:31,96
00:30:36,97
00:30:41,96
00:30:46,98
00:30:51,98
00:30:56,99
00:31:01,100
00:31:06,101
00:31:11,101
00:31:16,101
00:31:21,101
00:31:31,102
00:31:36,101
00:31:41,100
00:31:46,98
00:31:51,97
00:32:01,96
00:32:11,98
00:32:21,99
00:32:26,99
00:32:31,101
00:32:36,102
00:32:41,104
00:32:51,105
00:33:01,104
00:33:06,103
00:33:11,102
00:33:16,103
00:33:21,104
00:33:36,106
00:33:41,107
00:33:46,106
00:33:56,107
00:34:01,106
00:34:06,105
00:34:11,104
00:34:26,104
00:34:41,106
00:34:46,110
00:34:51,118
00:34:56,119
00:35:01,118
00:35:06,116
00:35:11,116
00:35:26,117
00:35:31,116
00:35:36,114
00:35:41,113
00:35:51,112
00:36:06,114
00:36:11,117
00:36:16,116
00:36:21,117
00:36:26,116
00:36:36,115
00:36:41,112
00:36:56,113
00:37:01,111
00:37:06,109
00:37:11,111
00:37:16,109
00:37:21,108
00:37:26,109
00:37:36,110
00:37:46,113
00:37:51,115
00:38:01,116
00:38:06,115
00:38:11,114
00:38:16,113
00:38:21,111
00:38:26,109
00:38:31,107
00:38:36,106
00:38:46,104
00:38:51,103
00:39:06,104
00:39:11,106
00:39:21,107
00:39:26,105
00:39:31,106
00:39:36,109
00:39:41,107
00:39:51,102
00:39:56,107
00:40:01,108
00:40:06,109
00:40:11,110
00:40:21,109
00:40:31,106
00:40:46,104
00:40:51,102
00:40:56,101
00:41:01,102
00:41:06,103
00:41:11,106
00:41:16,108
00:41:21,106
00:41:26,107
00:41:41,107
00:41:46,106
00:41:51,105
00:41:56,106
00:42:01,107
00:42:16,108
00:42:21,110
00:42:26,109
00:42:31,106
00:42:36,105
00:42:41,103
00:42:46,102
00:43:01,103
00:43:16,104
00:43:31,104
00:43:41,105
00:43:46,106
00:43:51,107
00:43:56,106
00:44:01,105
00:44:11,107
00:44:16,106
00:44:21,106
00:44:26,106
00:44:31,103
00:44:36,104
00:44:41,103
00:44:46,106
00:44:51,108
00:44:56,107
00:45:01,106
00:45:16,105
00:45:21,106
00:45:31,105
00:45:46,105
00:46:01,104
00:46:11,105
00:46:16,104
00:46:21,105
00:46:26,104
00:46:31,105
00:46:36,106
00:46:51,107
00:46:56,104
00:47:01,105
00:47:06,103
00:47:11,104
00:47:16,105
00:47:21,106
00:47:26,105
00:47:31,105
00:47:36,105
00:47:41,106
00:47:46,107
00:47:56,106
00:48:01,107
00:48:06,106
00:48:11,104
00:48:16,104
00:48:26,103
00:48:31,104
00:48:36,105
00:48:41,104
00:48:46,105
00:48:51,104
00:48:56,102
00:49:11,102
00:49:16,101
00:49:26,100
00:49:41,101
00:49:46,102
00:50:01,103
00:50:06,102
00:50:11,103
00:50:16,105
00:50:21,106
00:50:26,105
00:50:31,106
00:50:46,106
00:50:56,104
00:51:01,105
00:51:06,104
00:51:11,105
00:51:16,104
00:51:31,104
00:51:41,105
00:51:46,103
00:52:01,103
00:52:11,104
00:52:16,106
00:52:31,105
00:52:46,106
00:52:56,107
00:53:06,106
00:53:21,106
00:53:26,105
00:53:31,103
00:53:36,102
00:53:41,103
00:53:46,104
00:54:01,104
00:54:06,105
00:54:11,104
00:54:16,103
00:54:21,103
00:54:31,104
00:54:41,105
00:54:46,104
00:54:51,104
00:54:56,105
00:55:06,106
00:55:21,105
00:55:36,104
00:55:41,104
00:55:46,103
00:55:51,102
00:56:01,102
00:56:06,103
00:56:11,105
00:56:26,105
00:56:31,104
00:56:36,105
00:56:41,105
00:56:46,105
00:56:56,105
00:57:01,104
00:57:06,106
00:57:11,108
00:57:16,108
00:57:21,105
00:57:36,106
00:57:41,106
00:57:46,105
00:57:51,104
00:58:06,105
00:58:11,107
00:58:21,106
00:58:26,107
00:58:31,105
00:58:36,106
00:58:41,108
00:58:46,110
00:58:51,109
00:58:56,108
00:59:01,104
00:59:06,103
00:59:11,105
00:59:26,104
00:59:36,103
00:59:41,104
00:59:46,106
00:59:56,102
01:00:01,100
01:00:06,101
01:00:11,99
01:00:16,99
01:00:26,99
01:00:36,100
01:00:41,102
01:00:46,103
01:00:51,104
01:01:01,102
01:01:06,101
01:01:11,102
01:01:21,103
01:01:26,102
01:01:36,101
01:01:41,100
01:01:46,99
01:02:01,98
01:02:06,99
01:02:16,101
01:02:21,102
01:02:26,102
01:02:41,103
01:02:46,102
01:02:51,101
01:02:56,101
01:03:01,100
01:03:06,98
01:03:21,99
01:03:26,98
01:03:31,96
01:03:36,94
01:03:41,93
01:03:46,93
01:03:51,94
01:04:06,97
01:04:11,98
01:04:16,99
01:04:21,100
01:04:26,99
01:04:41,99
01:04:51,98
01:05:01,97
01:05:11,97
01:05:16,96
01:05:21,97
01:05:36,97
01:05:51,99
01:05:56,100
01:06:06,102
01:06:21,103
01:06:26,102
01:06:31,103
01:06:36,105
01:06:41,104
01:06:46,107
01:06:51,106
01:06:56,107
01:07:06,108
01:07:11,110
01:07:16,111
01:07:26,110
01:07:31,109
01:07:36,103
01:07:41,100
01:07:46,100
01:07:51,99
01:07:56,101
01:08:06,102
01:08:11,101
01:08:26,100
01:08:31,99
01:08:46,99
01:08:56,100
01:09:01,101
01:09:06,102
01:09:21,100
01:09:26,99
01:09:31,98
01:09:36,97
01:09:41,98
01:09:56,99
01:10:01,101
01:10:16,100
01:10:31,99
01:10:46,100
01:10:56,101
01:11:01,101
01:11:16,101
01:11:21,100
01:11:36,99
01:11:41,98
01:11:56,98
01:12:01,99
01:12:06,100
01:12:16,101
01:12:26,102
01:12:36,104
01:12:41,105
01:12:46,104
01:12:51,103
01:12:56,101
01:13:01,101
01:13:06,100
01:13:16,100
01:13:26,100
01:13:31,101
01:13:36,100
01:13:41,99
01:13:51,100
01:13:56,102
01:14:01,103
01:14:06,102
01:14:11,101
01:14:16,100
01:14:26,102
01:14:31,101
01:14:36,102
01:14:41,101
01:14:46,103
01:14:51,101
01:14:56,99
01:15:01,98
01:15:06,97
01:15:11,98
01:15:21,99
01:15:26,100
01:15:36,102
01:15:41,103
01:15:46,102
01:15:51,101
01:15:56,100
01:16:01,99
01:16:06,98
01:16:11,98
01:16:16,99
01:16:21,100
01:16:26,99
01:16:31,100
01:16:36,101
01:16:41,100
01:16:46,100
01:16:51,99
01:16:56,98
01:17:01,97
01:17:11,98
01:17:26,100
01:17:41,100
01:17:46,100
01:18:01,104
01:18:06,108
01:18:11,109
01:18:21,108
01:18:26,109
01:18:36,111
01:18:46,113
01:18:51,114
01:18:56,115
01:19:01,116
01:19:06,112
01:19:11,103
01:19:16,102
01:19:21,98
01:19:26,101
01:19:31,100
01:19:36,100
01:19:41,99
01:19:46,100
01:19:51,99
01:20:06,98
01:20:16,98
01:20:31,98
01:20:41,99
01:20:51,99
01:20:56,99
01:21:01,100
01:21:16,98
01:21:21,99
01:21:26,98
01:21:31,98
01:21:36,99
01:21:41,100
01:21:46,99
01:21:51,98
01:21:56,97
01:22:01,97
01:22:06,96
01:22:16,94
01:22:21,93
01:22:31,94
01:22:36,95
01:22:41,96
01:22:46,96
01:22:56,97
01:23:01,97
01:23:06,98
01:23:16,98
01:23:31,99
01:23:36,99
01:23:41,98
01:23:51,99
01:24:01,98
01:24:06,97
01:24:13,97
01:24:18,94
01:24:23,93
01:24:33,92
01:24:38,93
01:24:43,93
01:24:48,94
01:24:53,96
01:24:58,98
01:25:08,97
01:25:13,96
01:25:18,94
01:25:28,94
01:25:33,95
01:25:43,95
01:25:48,94
01:25:53,94
01:25:58,93
01:26:03,93
01:26:08,92
01:26:13,94
01:26:18,94
01:26:23,96
01:26:28,95
01:26:33,95
01:26:38,94
01:26:43,95
01:26:48,95
01:26:58,96
01:27:03,96
01:27:08,96
01:27:13,96
01:27:18,95
01:27:23,95
01:27:28,96
01:27:33,95
01:27:43,95
01:27:53,95
01:27:58,95
01:28:03,96
01:28:08,96
01:28:13,97
01:28:18,96
01:28:23,96
01:28:28,95
01:28:33,94
01:28:38,94
01:28:43,95
01:28:53,94
01:29:03,95
01:29:08,94
01:29:13,96
01:29:18,96
01:29:28,95
01:29:33,95
01:29:38,93
01:29:48,96
01:29:58,100
01:30:03,98
01:30:08,97
01:30:13,95
01:30:18,97
01:30:23,96
01:30:38,95
01:30:43,94
01:30:48,93
01:30:53,92
01:31:03,92
01:31:08,90
01:31:13,90
01:31:28,90
01:31:33,92
01:31:38,93
01:31:43,92
01:31:48,91
01:31:58,92
01:32:03,92
01:32:08,91
01:32:13,91
01:32:18,92
01:32:23,91
01:32:28,92
01:32:33,94
01:32:43,94
01:32:48,95
01:32:53,92
01:32:58,94
01:33:03,96
01:33:08,97
01:33:13,95
01:33:23,93
01:33:28,91
01:33:43,92
01:33:48,93
01:33:53,92
01:33:58,94
01:34:03,95
01:34:08,98
01:34:13,98
01:34:18,99
01:34:28,97
01:34:38,96
01:34:48,95
01:34:58,96
01:35:03,98
01:35:08,97
01:35:18,97
01:35:23,98
01:35:28,98
01:35:33,99
01:35:43,99
01:35:48,98
01:35:58,97
01:36:03,96
01:36:18,96
01:36:33,96
01:36:38,96
01:36:48,97
01:36:53,97
01:36:58,98
01:37:03,97
01:37:08,97
01:37:13,97
01:37:23,98
01:37:38,98
01:37:43,97
01:37:48,96
01:38:03,96
01:38:13,97
01:38:18,95
01:38:23,95
01:38:28,94
01:38:33,94
01:38:38,94
01:38:43,96
01:38:48,96
01:38:53,96
01:38:58,95
01:39:03,94
01:39:13,93
01:39:28,93
01:39:33,92
01:39:38,91
01:39:43,90
01:39:48,90
01:39:53,90
01:39:58,91
01:40:08,92
01:40:18,93
01:40:23,95
01:40:28,96
01:40:33,97
01:40:38,97
01:40:48,96
01:40:53,97
01:41:08,97
01:41:18,96
01:41:23,97
01:41:28,96
01:41:33,95
01:41:48,95
01:41:53,95
01:41:58,96
01:42:13,97
01:42:18,96
01:42:23,95
01:42:33,96
01:42:43,95
01:42:48,96
01:42:53,97
01:42:58,98
01:43:08,97
01:43:13,96
01:43:18,95
01:43:23,94
01:43:28,93
01:43:33,92
01:43:38,94
01:43:43,95
01:43:48,95
01:43:53,97
01:43:58,97
01:44:03,97
01:44:13,98
01:44:18,100
01:44:23,100
01:44:33,99
01:44:38,100
01:44:43,99
01:44:48,94
01:44:53,91
01:44:58,90
01:45:03,92
01:45:08,94
01:45:13,94
01:45:18,95
01:45:23,93
01:45:38,94
01:45:53,95
01:45:58,96
01:46:08,96
01:46:13,96
01:46:23,97
01:46:33,98
01:46:38,99
01:46:43,100
01:46:48,99
01:46:53,98
01:46:58,96
01:47:03,97
01:47:08,94
01:47:13,98
01:47:18,97
01:47:23,99
01:47:33,101
01:47:38,100
01:47:43,99
01:47:48,100
01:47:58,102
01:48:03,101
01:48:08,100
01:48:23,98
01:48:33,97
01:48:38,98
01:48:48,98
01:48:53,97
01:49:03,99
01:49:08,98
01:49:18,97
01:49:23,95
01:49:28,93
01:49:33,91
01:49:38,91
01:49:43,90
01:49:48,91
01:49:58,90
01:50:08,92
01:50:13,91
01:50:23,91
01:50:33,90
01:50:43,92
01:50:48,93
01:50:53,94
01:50:58,95
01:51:03,96
01:51:13,96
01:51:18,95
01:51:23,94
01:51:38,94
01:51:43,96
01:51:48,97
01:51:53,98
01:51:58,99
01:52:03,96
01:52:08,94
01:52:13,92
01:52:18,94
01:52:23,93
01:52:28,92
01:52:33,90
01:52:38,88
01:52:43,87
01:52:48,87
01:52:58,87
01:53:08,88
01:53:18,89
01:53:28,90
01:53:38,91
01:53:43,95
01:53:48,99
01:53:53,99
01:53:58,100
01:54:03,97
01:54:08,93
01:54:13,87
01:54:18,86
01:54:23,85
01:54:28,86
01:54:33,86
01:54:38,85
01:54:43,86
01:54:48,85
01:54:53,86
01:54:58,88
01:55:03,89
01:55:08,87
01:55:13,83
01:55:18,88
01:55:23,89
01:55:28,91
01:55:38,92
01:55:43,93
01:55:53,94
01:55:58,95
01:56:03,97
01:56:08,101
01:56:13,100
01:56:18,102
01:56:23,101
01:56:28,102
01:56:33,99
01:56:38,100
01:56:52,40
01:57:02,78
01:57:07,96
01:57:22,98
01:57:27,99
01:57:42,99
01:57:47,100
01:57:52,99
01:57:57,98
01:58:02,99
01:58:17,99
01:58:22,103
01:58:32,104
01:58:47,105
01:58:52,106
01:59:07,107
01:59:17,109
01:59:27,107
01:59:32,106
01:59:42,104
01:59:47,94
01:59:52,88
01:59:57,85
02:00:07,84
02:00:12,83
02:00:17,81
02:00:22,79
02:00:27,77
02:00:37,76
02:00:42,77
02:00:47,77
02:00:52,78
02:00:57,79
02:01:02,78
02:01:07,79
02:01:12,79
02:01:27,79
02:01:37,78
02:01:47,79
02:02:02,79
02:02:07,78
02:02:12,79
02:02:17,80
02:02:22,83
02:02:27,87
02:02:32,89
02:02:42,87
02:02:47,88
02:02:52,90
02:02:57,92
02:03:02,91
02:03:07,93
02:03:17,91
02:03:22,88
02:03:27,86
02:03:32,85
02:03:37,84
02:03:47,83
02:03:52,81
02:03:57,80
02:04:02,79
02:04:07,80
02:04:12,79
02:04:27,80
02:04:32,80
02:04:37,81
02:04:42,81
02:04:47,79
02:05:02,79
02:05:07,80
02:05:12,81
02:05:17,83
02:05:22,83
02:05:37,83
02:05:42,84
02:05:47,85
02:05:52,84
02:05:57,85
02:06:02,87
02:06:12,89
02:06:17,92
02:06:22,93
02:06:27,94
02:06:32,93
02:06:37,92
02:06:42,90
02:06:47,87
02:06:52,83
02:06:57,81
02:07:02,82
02:07:12,83
02:07:17,83
02:07:27,83
02:07:32,83
02:07:42,85
02:07:47,86
02:08:02,87
02:08:07,86
02:08:22,87
02:08:32,87
02:08:37,85
02:08:42,85
02:08:47,87
02:08:57,91
02:09:02,94
02:09:07,96
02:09:12,98
02:09:17,100
02:09:22,101
02:09:32,102
02:09:37,103
02:09:42,105
02:09:47,106
02:09:52,108
02:09:57,107
02:10:02,108
02:10:07,108
02:10:12,112
02:10:17,113
02:10:22,113
02:10:32,110
02:10:37,105
02:10:42,109
02:10:47,114
02:10:52,107
02:10:57,106
02:11:02,99
02:11:07,100
02:11:12,104
02:11:17,106
02:11:22,98
02:11:27,95
02:11:32,94
02:11:37,92
02:11:42,87
02:11:47,88
02:11:52,88
02:12:02,90
02:12:07,89
02:12:17,89
02:12:22,87
02:12:27,86
02:12:32,85
02:12:37,85
02:12:47,85
02:12:52,84
02:12:57,84
02:13:12,84
02:13:17,86
02:13:22,89
02:13:37,90
02:13:42,88
02:13:47,88
02:13:52,87
02:13:57,87
02:14:02,86
02:14:07,85
02:14:12,84
02:14:17,83
02:14:32,82
02:14:47,81
02:14:52,82
02:14:57,83
02:15:12,83
02:15:17,84
02:15:27,85
02:15:37,86
02:15:42,88
02:15:52,89
02:16:07,89
02:16:12,87
02:16:17,86
02:16:22,87
02:16:27,88
02:16:37,89
02:16:52,87
02:17:07,86
02:17:22,86
02:17:27,85
02:17:42,85
02:17:47,86
02:18:02,87
02:18:07,88
02:18:12,90
02:18:17,94
02:18:22,91
02:18:27,92
02:18:32,91
02:18:37,90
02:18:42,88
02:18:47,86
02:18:52,85
02:18:57,86
02:19:02,85
02:19:07,83
02:19:17,84
02:19:27,85
02:19:32,84
02:19:47,84
02:20:02,84
02:20:07,85
02:20:22,85
02:20:27,86
02:20:32,87
02:20:37,87
02:20:42,87
02:20:47,86
02:20:52,87
02:20:57,86
02:21:07,85
02:21:12,84
02:21:27,84
02:21:42,84
02:21:47,83
02:21:52,82
02:22:07,82
02:22:22,82
02:22:27,82
02:22:37,85
02:22:42,88
02:22:47,90
02:22:52,89
02:22:57,86
02:23:02,83
02:23:07,81
02:23:12,80
02:23:17,79
02:23:32,80
02:23:37,81
02:23:42,82
02:23:47,83
02:23:52,84
02:24:07,84
02:24:12,85
02:24:22,85
02:24:32,87
02:24:37,89
02:24:42,90
02:24:47,88
02:24:52,85
02:24:57,83
02:25:12,83
02:25:17,84
02:25:22,82
02:25:27,83
02:25:32,82
02:25:37,83
02:25:42,82
02:25:47,81
02:25:52,82
02:25:57,81
02:26:02,80
02:26:07,79
02:26:12,80
02:26:17,81
02:26:22,82
02:26:32,83
02:26:47,82
02:26:52,81
02:27:02,82
02:27:07,83
02:27:12,82
02:27:27,83
02:27:37,84
02:27:47,85
02:27:52,82
02:27:57,81
02:28:07,81
02:28:12,79
02:28:17,80
02:28:32,81
02:28:42,82
02:28:47,81
02:28:52,80
02:28:57,81
02:29:07,82
02:29:12,83
02:29:17,84
02:29:22,84
02:29:37,85
02:29:52,84
02:29:57,83
02:30:02,82
02:30:17,82
02:30:32,82
02:30:37,83
02:30:47,84
02:30:57,83
02:31:02,82
02:31:07,85
02:31:12,86
02:31:17,88
02:31:22,87
02:31:27,85
02:31:32,83
02:31:37,81
02:31:42,79
02:31:57,78
02:32:07,77
02:32:12,78
02:32:17,77
02:32:22,78
02:32:37,80
02:32:42,81
02:32:57,81
02:33:02,81
02:33:12,80
02:33:17,81
02:33:22,81
02:33:37,80
02:33:52,81
02:34:02,80
02:34:17,81
02:34:27,82
02:34:37,83
02:34:47,82
02:35:02,82
02:35:17,82
02:35:22,83
02:35:32,84
02:35:37,82
02:35:42,81
02:35:47,80
02:35:52,79
02:36:02,80
02:36:07,82
02:36:12,81
02:36:17,82
02:36:27,83
02:36:37,84
02:36:52,83
02:36:57,82
02:37:03,81
02:37:18,79
02:37:23,80
02:37:28,84
02:37:33,83
02:37:38,81
02:37:43,81
02:37:48,80
02:37:53,81
02:37:58,82
02:38:03,82
02:38:08,81
02:38:18,82
02:38:23,83
02:38:33,82
02:38:38,81
02:38:43,80
02:38:48,81
02:38:53,82
02:39:03,82
02:39:08,83
02:39:18,84
02:39:23,85
02:39:28,84
02:39:33,82
02:39:38,81
02:39:48,80
02:39:53,80
02:40:08,79
02:40:18,78
02:40:23,79
02:40:38,80
02:40:43,81
02:40:48,82
02:41:03,82
02:41:18,83
02:41:28,84
02:41:38,84
02:41:43,84
02:41:48,85
02:41:53,84
02:41:58,85
02:42:08,84
02:42:13,85
02:42:18,86
02:42:28,87
02:42:33,86
02:42:38,86
02:42:43,84
02:42:48,82
02:42:53,81
02:43:03,82
02:43:13,83
02:43:23,82
02:43:28,82
02:43:43,82
02:43:53,82
02:44:08,82
02:44:13,81
02:44:18,80
02:44:23,79
02:44:33,78
02:44:38,79
02:44:48,80
02:44:53,79
02:44:58,80
02:45:03,81
02:45:08,80
02:45:18,81
02:45:28,82
02:45:43,82
02:45:48,81
02:45:58,80
02:46:03,81
02:46:18,82
02:46:33,82
02:46:43,82
02:46:48,82
02:46:53,83
02:46:58,90
02:47:03,92
02:47:08,94
02:47:13,89
02:47:18,85
02:47:23,80
02:47:28,79
02:47:33,81
02:47:38,84
02:47:43,89
02:47:48,91
02:47:53,91
02:47:58,90
02:48:08,89
02:48:13,83
02:48:18,82
02:48:23,80
02:48:28,78
02:48:33,78
02:48:38,78
02:48:43,79
02:48:48,82
02:48:53,82
02:48:58,83
02:49:03,79
02:49:08,77
02:49:13,75
02:49:18,76
02:49:28,78
02:49:33,79
02:49:38,79
02:49:43,80
02:49:48,81
02:49:53,81
02:49:58,81
02:50:03,83
02:50:08,82
02:50:13,82
02:50:18,80
02:50:23,79
02:50:28,78
02:50:33,78
02:50:38,78
02:50:43,79
02:50:53,80
02:51:03,81
02:51:18,81
02:51:33,80
02:51:48,80
02:51:53,80
02:52:03,80
02:52:08,81
02:52:13,82
02:52:18,84
02:52:28,85
02:52:43,85
02:52:48,83
02:52:53,82
02:52:58,81
02:53:03,80
02:53:08,79
02:53:13,78
02:53:18,79
02:53:23,80
02:53:28,85
02:53:33,86
02:53:38,81
02:53:43,78
02:53:48,74
02:53:53,75
02:53:58,76
02:54:03,77
02:54:08,80
02:54:13,82
02:54:18,83
02:54:33,79
02:54:38,79
02:54:43,78
02:54:48,77
02:54:53,78
02:55:08,79
02:55:13,80
02:55:18,82
02:55:23,81
02:55:28,80
02:55:33,79
02:55:43,80
02:55:48,82
02:55:53,83
02:55:58,82
02:56:03,81
02:56:08,82
02:56:23,82
02:56:33,82
02:56:48,87
02:56:53,88
02:56:58,87
02:57:03,84
02:57:08,81
02:57:13,79
02:57:18,78
02:57:23,78
02:57:28,79
02:57:33,81
02:57:38,82
02:57:43,80
02:57:48,79
02:57:53,78
02:57:58,79
02:58:08,81
02:58:13,81
02:58:23,82
02:58:38,81
02:58:43,82
02:58:53,83
02:59:08,83
02:59:13,85
02:59:18,86
02:59:23,85
02:59:28,84
02:59:33,83
02:59:43,82
02:59:58,82
03:00:08,83
03:00:18,83
03:00:28,83
03:00:33,82
03:00:38,82
03:00:43,83
03:00:48,84
03:00:53,84
03:00:58,84
03:01:13,85
03:01:18,86
03:01:23,85
03:01:28,87
03:01:33,86
03:01:38,85
03:01:43,83
03:01:48,81
03:01:53,82
03:02:03,81
03:02:18,81
03:02:23,82
03:02:38,82
03:02:43,83
03:02:53,84
03:03:08,85
03:03:23,85
03:03:28,86
03:03:38,85
03:03:53,85
03:04:03,87
03:04:13,88
03:04:23,89
03:04:38,89
03:04:48,90
03:04:58,90
03:05:03,89
03:05:18,89
03:05:23,90
03:05:33,91
03:05:38,91
03:05:43,91
03:05:48,93
03:05:53,97
03:05:58,99
03:06:03,93
03:06:08,90
03:06:13,88
03:06:18,89
03:06:23,90
03:06:38,89
03:06:53,90
03:07:08,90
03:07:13,90
03:07:28,91
03:07:33,92
03:07:38,91
03:07:43,91
03:07:53,91
03:07:58,91
03:08:08,91
03:08:13,91
03:08:18,90
03:08:23,88
03:08:28,86
03:08:33,88
03:08:38,88
03:08:48,89
03:08:53,89
03:08:58,92
03:09:03,93
03:09:13,92
03:09:18,87
03:09:23,84
03:09:33,83
03:09:38,84
03:09:43,85
03:09:53,86
03:09:58,87
03:10:03,86
03:10:18,87
03:10:23,88
03:10:28,87
03:10:43,87
03:10:53,88
03:10:58,89
03:11:03,90
03:11:08,92
03:11:18,92
03:11:28,93
03:11:33,94
03:11:38,97
03:11:43,101
03:11:48,100
03:11:53,95
03:11:58,89
03:12:03,83
03:12:08,82
03:12:13,83
03:12:18,84
03:12:28,85
03:12:33,86
03:12:38,84
03:12:43,83
03:12:48,82
03:12:53,83
03:13:03,82
03:13:08,83
03:13:13,84
03:13:18,85
03:13:28,87
03:13:38,88
03:13:43,93
03:13:48,94
03:14:03,94
03:14:08,91
03:14:18,89
03:14:23,86
03:14:28,82
03:14:33,80
03:14:38,79
03:14:53,79
03:15:08,79
03:15:13,81
03:15:18,82
03:15:23,81
03:15:28,80
03:15:33,79
03:15:43,80
03:15:53,81
03:15:58,82
03:16:13,82
03:16:28,82
03:16:33,83
03:16:43,82
03:16:48,82
03:17:03,86
03:17:08,87
03:17:13,84
03:17:18,81
03:17:23,80
03:17:28,78
03:17:38,79
03:17:43,80
03:17:58,80
03:18:03,81
03:18:13,82
03:18:18,82
03:18:23,81
03:18:28,81
03:18:33,81
03:18:38,82
03:18:48,83
03:18:53,83
03:19:08,83
03:19:13,86
03:19:18,91
03:19:28,89
03:19:38,90
03:19:43,91
03:19:48,90
03:19:58,89
03:20:03,87
03:20:13,86
03:20:23,86
03:20:28,87
03:20:33,86
03:20:38,87
03:20:43,85
03:20:48,86
03:20:53,87
03:20:58,88
03:21:13,87
03:21:18,86
03:21:23,87
03:21:28,89
03:21:43,90
03:21:48,90
03:21:53,90
03:21:58,90
03:22:08,91
03:22:13,91
03:22:18,90
03:22:23,88
03:22:33,89
03:22:43,88
03:22:48,87
03:22:53,86
03:22:58,86
03:23:03,85
03:23:18,85
03:23:23,86
03:23:28,85
03:23:33,86
03:23:43,87
03:23:58,88
03:24:03,89
03:24:08,90
03:24:13,92
03:24:18,93
03:24:28,95
03:24:33,97
03:24:38,93
03:24:43,90
03:24:48,90
03:25:03,89
03:25:13,88
03:25:23,87
03:25:28,87
03:25:38,88
03:25:43,87
03:25:48,86
03:25:53,85
03:26:08,86
03:26:23,87
03:26:38,88
03:26:43,87
03:26:48,86
03:26:53,85
03:27:08,85
03:27:13,84
03:27:28,84
03:27:33,85
03:27:38,86
03:27:48,87
03:27:58,86
03:28:13,85
03:28:28,84
03:28:43,84
03:28:48,85
03:28:58,84
03:29:03,85
03:29:08,84
03:29:13,85
03:29:28,86
03:29:38,87
03:29:43,86
03:29:53,85
03:30:08,87
03:30:23,88
03:30:28,88
03:30:33,89
03:30:43,91
03:30:48,90
03:30:53,86
03:30:58,84
03:31:03,83
03:31:08,84
03:31:13,85
03:31:23,86
03:31:33,84
03:31:38,83
03:31:48,82
03:32:03,83
03:32:08,84
03:32:13,85
03:32:23,86
03:32:38,86
03:32:43,86
03:32:53,87
03:33:08,88
03:33:23,89
03:33:33,88
03:33:48,89
03:33:53,90
03:34:08,90
03:34:13,90
03:34:23,91
03:34:28,90
03:34:33,87
03:34:38,85
03:34:43,83
03:34:48,82
03:34:58,83
03:35:08,85
03:35:23,85
03:35:33,86
03:35:43,86
03:35:48,87
03:35:53,88
03:35:58,90
03:36:03,89
03:36:08,88
03:36:13,87
03:36:18,87
03:36:23,88
03:36:28,87
03:36:33,88
03:36:43,89
03:36:58,88
03:37:08,86
03:37:13,85
03:37:23,84
03:37:33,86
03:37:38,88
03:37:43,90
03:37:48,92
03:37:58,97
03:38:03,98
03:38:08,100
03:38:13,101
03:38:18,102
03:38:33,103
03:38:38,103
03:38:43,95
03:38:48,93
03:38:53,92
03:38:58,91
03:39:03,91
03:39:08,90
03:39:18,91
03:39:28,92
03:39:33,92
03:39:48,92
03:39:53,92
03:40:03,93
03:40:08,96
03:40:13,97
03:40:18,101
03:40:28,103
03:40:43,102
03:40:48,101
03:40:58,102
03:41:03,101
03:41:08,103
03:41:13,102
03:41:28,100
03:41:33,97
03:41:38,96
03:41:43,93
03:41:53,94
03:41:58,93
03:42:03,94
03:42:08,95
03:42:13,96
03:42:18,98
03:42:23,95
03:42:28,92
03:42:33,94
03:42:38,98
03:42:43,97
03:42:48,96
03:42:53,94
03:42:58,92
03:43:03,91
03:43:08,92
03:43:18,91
03:43:23,88
03:43:33,87
03:43:43,86
03:43:48,87
03:43:53,89
03:43:58,88
03:44:03,87
03:44:08,86
03:44:18,86
03:44:28,84
